trip_purpose,passanger,weather_condition,ambient_temp,time_block,offer_validity,customer_gender,age_group,marital_status,household_children_flag,education_level,employment_type,income_band,vehicle_class,accepted_flag,behavioral_index,segment_flag,activity_score,risk_index,recency_score,id
No Urgent Place,Partner,Rainy,54.300006190706426,10AM,2h,Male,26,Married partner,0.012519580143659835,Associates degree,Building & Grounds Cleaning & Maintenance,$37500 - $49999,,1,0.6136618122347713,3,0.2742153481089893,0.38384214174581277,0.7987995255448972,1947
Home,Alone,Snowy,30.265427343531893,10PM,2h,Female,31,Married partner,1.0061822305109096,Graduate degree (Masters or Doctorate),Student,$25000 - $37499,,0,1.4182960920402714,0,0.2841432370643914,0.7337299641694953,0.8773534812331463,1948
Home,Alone,Sunny,79.97766082007888,6PM,1d,Male,26,Married partner,0.012504527883452785,Bachelors degree,Education&Training&Library,$50000 - $62499,,1,1.1737409308587714,3,0.4863265297519755,0.8474685156585531,0.11156762047163271,1949
Home,Alone,Sunny,81.07926115943651,6PM,2h,Male,21,Single,-0.04412262178738233,Some college - no degree,Student,$100000 or More,,1,-1.3973569561399009,0,0.15495231606399276,1.4703925431447908,0.38669857557244514,1950
No Urgent Place,Partner,Rainy,57.3299034005616,2PM,2h,Female,46,Unmarried partner,-0.027952213368376323,Graduate degree (Masters or Doctorate),Unemployed,$100000 or More,,1,0.5044165139977713,1,0.20595442775204587,2.238020632115699,0.504446217399061,1951
Home,Alone,Sunny,54.657012489388144,6PM,1d,Male,26,Unmarried partner,-0.01824970404039044,Bachelors degree,Community & Social Services,$12500 - $24999,,0,2.1920374094743473,1,0.34847043472059885,0.11430791836924507,0.21093447574579427,1952
Work,Alone,Sunny,80.39703715755255,7AM,2h,Female,21,Unmarried partner,0.048455268243671884,Some college - no degree,Sales & Related,$25000 - $37499,,1,-0.20225015108335406,3,0.23103182551650173,0.07827215556611876,0.5833585626375685,1953
Home,Alone,Sunny,79.17494612221644,6PM,1d,Male,21,Married partner,0.02301992326293837,Some college - no degree,Office & Administrative Support,$25000 - $37499,,1,1.1440185116209334,1,0.21080724311933394,1.8708509582055555,0.6092601026798506,1954
Home,Alone,Sunny,78.61986242077703,10PM,1d,Male,26,Married partner,0.007275573969093662,Bachelors degree,Computer & Mathematical,$75000 - $87499,,0,-0.360473830842958,2,0.21228856564815402,1.8451677150827006,0.5179774382083039,1955
No Urgent Place,Partner,Sunny,53.93072551248382,2PM,1d,Female,21,Unmarried partner,0.03216056827468387,Bachelors degree,Community & Social Services,$62500 - $74999,,1,0.64939942311668,2,0.16520544846072305,0.6276225898056078,0.7331311309701665,1956
No Urgent Place,Kid(s),Sunny,81.70901817077088,2PM,1d,Female,41,Married partner,0.98443814449715,Associates degree,Personal Care & Service,$100000 or More,,0,0.08837028058185448,2,0.2109158905005475,1.0067902465327556,0.10149365798810894,1957
Work,Alone,Sunny,79.37205611306538,10PM,1d,Male,36,Single,-0.0048931349944467545,Graduate degree (Masters or Doctorate),Legal,Less than $12500,,1,-0.499820690166609,3,0.1742222969862404,1.3664340458764843,0.10419622298379372,1958
Work,Alone,Sunny,54.73486122705994,7AM,1d,Female,31,Married partner,0.0108498596712824,Some college - no degree,Management,$50000 - $62499,,0,0.4747743768983637,0,0.22851737987875628,0.6162794598968637,0.6706778918727184,1959
No Urgent Place,Friend(s),Sunny,81.19707170040006,2PM,1d,Male,36,Single,-0.025747280263607814,Bachelors degree,Transportation & Material Moving,$100000 or More,,0,-0.3285744417907874,3,0.14907210611177227,0.5718475565781488,0.5210552148311792,1960
Work,Alone,Sunny,81.3060672241442,7AM,1d,Female,50plus,Widowed,0.962811279919632,Some college - no degree,Food Preparation & Serving Related,Less than $12500,,0,-0.22561379417613026,3,0.35333849557462776,1.6539251213697364,0.2332927479351362,1961
Home,Alone,Rainy,55.21211070637283,10PM,2h,Male,26,Divorced,0.9776756316006628,High School Graduate,Sales & Related,$12500 - $24999,,1,-0.06220408045337309,1,0.32823241257640523,0.2367431669674273,0.2749388113796979,1962
No Urgent Place,Friend(s),Sunny,54.37266216511528,10AM,1d,Female,26,Single,0.03638616402621797,Bachelors degree,Office & Administrative Support,$37500 - $49999,do not drive,0,-0.5829210277107306,2,0.19627243703540465,1.521098586241039,0.733349714069305,1963
Work,Alone,Rainy,54.90389699804613,7AM,1d,Male,50plus,Single,0.0068391617213260595,Some college - no degree,Food Preparation & Serving Related,$62500 - $74999,,0,-0.6278260096893757,3,0.1441083397719338,0.45790649662058286,0.23620557969244504,1964
Work,Alone,Snowy,56.65210214111324,7AM,2h,Male,26,Single,0.010246753817379281,Some college - no degree,Unemployed,$100000 or More,,1,-0.034439350325847815,0,0.11895084173157434,0.4244289873469192,0.6452536500705591,1965
Home,Partner,Snowy,29.068293408635835,10PM,2h,Female,26,Married partner,-0.013088385164836137,Some college - no degree,Office & Administrative Support,$75000 - $87499,,0,-0.8509071849553064,2,0.32994103827052434,0.46180437851177975,0.7866863510146221,1966
No Urgent Place,Alone,Snowy,80.10511861502113,10AM,2h,Male,46,Married partner,-0.005127162417421846,Some college - no degree,Sales & Related,$50000 - $62499,,0,-0.14958016758863132,3,0.625553134649209,1.1432042664037632,0.6784789566166894,1967
No Urgent Place,Friend(s),Snowy,29.638087113844836,2PM,1d,Female,26,Single,-0.035835771067842054,Bachelors degree,Office & Administrative Support,$12500 - $24999,,1,0.17983679657772067,1,0.5532030396423616,0.32839438425398737,0.21034692560143375,1968
No Urgent Place,Friend(s),Sunny,79.2534892210826,2PM,2h,Male,36,Married partner,1.0407578294562638,Graduate degree (Masters or Doctorate),Life Physical Social Science,$100000 or More,,0,-0.12263724133936148,1,0.33790945811023965,1.2769388210842954,0.03236933658287611,1969
Home,Kid(s),Sunny,81.60502757912687,6PM,1d,Female,21,Single,-0.0015237623461884,Bachelors degree,Transportation & Material Moving,$50000 - $62499,,1,-2.132931928477235,0,0.7013902882599181,0.9984507946503631,0.11815161032699628,1970
No Urgent Place,Friend(s),Sunny,81.2738622314351,10PM,1d,Female,41,Married partner,0.982173214339833,Graduate degree (Masters or Doctorate),Food Preparation & Serving Related,$100000 or More,,1,-0.7079064358086512,3,0.18282430984831344,0.5139720070001348,0.20699483835362886,1971
Work,Alone,Rainy,55.79764007456943,7AM,2h,Male,31,Single,0.03800070609554308,Some college - no degree,Sales & Related,Less than $12500,,1,-1.576370598016966,2,0.15982194015392956,0.3633615002233234,0.25738180193727345,1972
No Urgent Place,Kid(s),Sunny,78.95072324581471,10AM,2h,Male,21,Unmarried partner,0.03740364012597263,Bachelors degree,Education&Training&Library,$12500 - $24999,,1,0.11500384939700097,0,0.06263574933201806,1.2677473972079087,0.1030522609861032,1973
No Urgent Place,Alone,Rainy,53.86073477281138,10AM,1d,Female,21,Married partner,-0.048768388906415536,Associates degree,Office & Administrative Support,$12500 - $24999,Car that is too old to install Onstar :D,1,-1.303709100242222,2,0.30169150075799434,0.9781659566574366,0.02284724150907269,1974
No Urgent Place,Kid(s),Sunny,80.47890412354954,10AM,2h,Male,41,Married partner,0.9724266782501428,Some college - no degree,Arts Design Entertainment Sports & Media,$25000 - $37499,,1,-0.23081153760917691,2,0.2428370270296396,1.2682096643974763,0.31201606208594956,1975
Work,Alone,Sunny,80.43037341376099,7AM,1d,Female,26,Single,0.03839974236992295,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,,1,-0.028174008942589406,1,0.12194659117315472,0.741295292432799,0.43826742611558045,1976
Work,Alone,Sunny,80.18646019669107,7AM,1d,Female,50plus,Unmarried partner,0.01054382218092061,Some college - no degree,Computer & Mathematical,$25000 - $37499,,1,-0.8679552539289177,2,0.5948109381796918,0.6166945386641747,0.26175956878814444,1977
Work,Alone,Snowy,30.143893309802277,7AM,1d,Male,26,Married partner,0.023377922017808573,Bachelors degree,Education&Training&Library,$50000 - $62499,,1,-1.0504911055239956,1,0.26517607782901764,1.0291079201817173,0.928029341390219,1978
Home,Alone,Rainy,80.29179608854741,6PM,2h,Female,46,Married partner,-0.02209378056389575,Some college - no degree,Arts Design Entertainment Sports & Media,$25000 - $37499,,1,0.3076621914322622,1,0.27036037538387575,0.505826244905388,0.6048197011507764,1979
Home,Alone,Sunny,78.87856688523138,6PM,2h,Female,21,Married partner,-0.010169357588383731,Some college - no degree,Unemployed,$37500 - $49999,,1,1.2236482256181378,1,0.15572642621902894,1.0984752852196713,0.884500237748939,1980
No Urgent Place,Partner,Sunny,79.95513253327638,10AM,2h,Female,31,Married partner,-0.01777677232121161,Some college - no degree,Computer & Mathematical,$100000 or More,,0,0.28142073212929847,0,0.2653816163709508,1.9286794633856108,0.7183986010285958,1981
Work,Alone,Snowy,30.6929182972855,7AM,2h,Male,41,Married partner,-0.022563502069633173,Graduate degree (Masters or Doctorate),Retired,$50000 - $62499,,0,-0.6869597114877651,0,0.15624585192671128,0.040943576258290405,0.27120717412279016,1982
Home,Alone,Sunny,81.24915768410331,6PM,2h,Female,50plus,Married partner,0.03224564856002183,Bachelors degree,Healthcare Practitioners & Technical,$100000 or More,,0,-0.3179157952264959,3,0.19929526149075003,1.1666240801878456,0.6343782417962566,1983
Home,Alone,Snowy,28.87744943434787,7AM,1d,Female,50plus,Divorced,0.9566043657515275,Some college - no degree,Healthcare Support,$37500 - $49999,,1,0.9562894300682339,1,0.21430381762801656,0.45917226649674875,0.43686562192220824,1984
No Urgent Place,Partner,Sunny,79.52116604872447,7AM,2h,Female,31,Unmarried partner,0.014014714369410595,Some college - no degree,Office & Administrative Support,$75000 - $87499,,0,-2.351292729377006,3,0.4726523358802984,2.695678479071091,0.9716924897853736,1985
Home,Kid(s),Rainy,54.09210914965394,10PM,2h,Female,41,Married partner,-0.03378876351789929,Some college - no degree,Retired,$87500 - $99999,,0,0.09908485381260047,1,0.18267030332790857,2.1527390053255675,0.35921695900324846,1986
Home,Alone,Sunny,80.41507179163789,6PM,2h,Male,below21,Single,0.0058820993958010204,Some college - no degree,Computer & Mathematical,$50000 - $62499,,1,-0.10816792044555157,3,0.09273974875962739,1.4384863029885029,0.4686310774508149,1987
Work,Alone,Snowy,53.73478958631488,7AM,1d,Male,31,Single,-0.02449531651025625,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,,0,-0.31717783349659445,0,0.37155195721547124,1.0597928967856571,0.06181084457467367,1988
Work,Alone,Sunny,31.791233408933206,7AM,1d,Male,26,Single,1.0053537133279948,Some college - no degree,Sales & Related,Less than $12500,,0,-0.969426942356223,3,0.6665054988589604,0.6102996469250368,0.022524127179292863,1989
Work,Alone,Snowy,29.557373327238103,7AM,1d,Male,26,Married partner,-0.0176562591962733,Graduate degree (Masters or Doctorate),Community & Social Services,$100000 or More,,0,-0.6423182971450391,2,0.11424591439124616,1.6768397462096605,0.803226078424673,1990
No Urgent Place,Friend(s),Sunny,77.67046716857836,10PM,1d,Male,36,Unmarried partner,-0.004631610148811022,Some college - no degree,Construction & Extraction,$25000 - $37499,,1,0.2462264647126757,3,0.35314696484619373,2.1965454818093937,0.005953914561997009,1991
No Urgent Place,Alone,Sunny,78.80839532878001,2PM,2h,Male,31,Single,0.013504144626740312,High School Graduate,Production Occupations,$25000 - $37499,,1,-0.5621642522340273,1,0.2920381492183359,1.6907819955886676,0.8563302179932948,1992
No Urgent Place,Alone,Sunny,80.96154523812977,10AM,2h,Female,26,Single,0.03935545314296487,Bachelors degree,Unemployed,$25000 - $37499,,1,-1.279458294066441,3,0.2832804181822054,0.12105675984052387,0.6863347913433641,1993
No Urgent Place,Friend(s),Sunny,78.93187007249719,6PM,2h,Male,26,Single,-0.033139359363586474,Bachelors degree,Healthcare Practitioners & Technical,$37500 - $49999,,1,-0.4366383330048636,1,0.29543011190250734,0.41198723485029665,0.7626024524084144,1994
Work,Alone,Sunny,56.04229184101127,7AM,2h,Female,21,Unmarried partner,-0.013634721546796342,Bachelors degree,Management,$12500 - $24999,Car that is too old to install Onstar :D,1,-0.7610775559694276,2,0.50509437034328,0.7188930297854544,0.8771903822507808,1995
Home,Alone,Sunny,29.688347125517712,10AM,2h,Female,31,Married partner,1.0056137676218444,Graduate degree (Masters or Doctorate),Education&Training&Library,$12500 - $24999,,1,0.09871990625536614,1,0.26032139268010324,4.244870813878267,0.9762016580081937,1996
No Urgent Place,Partner,Sunny,81.06963573235625,10AM,2h,Male,41,Married partner,1.0226847410940023,Some college - no degree,Computer & Mathematical,$50000 - $62499,,1,1.0312253220698084,0,0.20394146928648013,0.25358965955794643,0.10811019226360719,1997
No Urgent Place,Kid(s),Snowy,28.72267666804224,6PM,1d,Male,46,Single,1.021479895506879,Graduate degree (Masters or Doctorate),Management,$62500 - $74999,,0,0.9297458296686709,3,0.1618743672747793,1.367771927517367,0.7331086345411227,1998
No Urgent Place,Partner,Rainy,53.723315719846454,10AM,1d,Female,below21,Unmarried partner,0.00045224995181056813,High School Graduate,Student,Less than $12500,,1,-0.30606162619509275,0,0.39432010013397106,1.8414757341173924,0.9015871182048603,1999
No Urgent Place,Alone,Rainy,53.912625702894914,10AM,1d,Female,46,Divorced,1.0018253295036172,Some High School,Office & Administrative Support,$25000 - $37499,,0,0.20059593228029501,0,0.1423262906184016,0.7777089801047908,0.3593345362693635,2000
Work,Alone,Snowy,29.584809315321575,7AM,1d,Female,50plus,Married partner,0.9521111277359459,Associates degree,Unemployed,$37500 - $49999,,1,1.08625949608773,0,0.04831466220254792,0.03954378786661372,0.05120771268973834,2001
No Urgent Place,Friend(s),Sunny,79.71585263933015,2PM,1d,Male,46,Divorced,1.0024879475829582,Bachelors degree,Computer & Mathematical,$25000 - $37499,,1,0.7540594914996815,0,0.18761944409065873,1.1387389199886244,0.6366302675512583,2002
Home,Kid(s),Sunny,79.93112829514892,10PM,1d,Male,50plus,Single,1.0241700010470287,Bachelors degree,Unemployed,$87500 - $99999,,0,0.9817521157006003,3,0.3335775882520392,0.688172763252259,0.9015060485781986,2003
Home,Alone,Sunny,81.51452932951479,6PM,2h,Female,41,Married partner,0.0003260952079569907,Bachelors degree,Office & Administrative Support,$62500 - $74999,Scooter and motorcycle,1,-0.746487586282881,3,0.16112175847793522,0.9720363145202634,0.9691865586159348,2004
No Urgent Place,Friend(s),Sunny,81.71150894422522,10PM,1d,Female,46,Married partner,1.0259392057807122,Bachelors degree,Business & Financial,$25000 - $37499,,0,0.7069415192309899,0,0.14934473672064508,0.6963854188834705,0.9496658948870977,2005
No Urgent Place,Kid(s),Snowy,54.24743917315622,2PM,1d,Male,31,Unmarried partner,0.9619206884913234,Associates degree,Education&Training&Library,$50000 - $62499,,1,-1.5467510830904627,1,0.2009984804869546,0.7363120501353559,0.2517131270580213,2006
No Urgent Place,Kid(s),Rainy,56.76072533844101,10PM,1d,Male,41,Married partner,0.9963754494973724,Associates degree,Farming Fishing & Forestry,$25000 - $37499,,0,-0.712918995121578,3,0.42705269887934405,1.968187822929881,0.9502576366819304,2007
No Urgent Place,Friend(s),Sunny,31.365686304127458,10PM,1d,Male,26,Single,-0.036563502803976626,Some college - no degree,Unemployed,$87500 - $99999,,1,1.313693876406223,2,0.1622313607261479,1.148619297600748,0.14836102794190476,2008
Work,Alone,Snowy,30.497842804097438,7AM,1d,Male,36,Married partner,1.009527956265082,Bachelors degree,Business & Financial,$75000 - $87499,,0,-1.0782786275766598,0,0.6824809811520216,2.7644602409791106,0.16360871669949095,2009
No Urgent Place,Friend(s),Sunny,79.88455463557071,10AM,1d,Male,50plus,Widowed,0.002501490713235815,Some college - no degree,Construction & Extraction,Less than $12500,,0,0.2016963595706587,1,0.4265496472577909,0.9195548781336246,0.9716889693465642,2010
Work,Alone,Snowy,30.7801316174829,7AM,1d,Male,21,Single,-0.002700928330496201,Bachelors degree,Unemployed,$100000 or More,,0,-0.28564649352800814,1,0.13662296006918806,0.4716123265374136,0.4514908608787084,2011
No Urgent Place,Kid(s),Sunny,80.02751982173297,10AM,2h,Female,46,Married partner,0.986099943801378,Some college - no degree,Sales & Related,$12500 - $24999,,1,-0.2700647212153135,1,0.23271990210993185,0.7140766547558315,0.7299510370139466,2012
No Urgent Place,Friend(s),Snowy,30.373076221914204,2PM,1d,Female,26,Unmarried partner,1.0183477708020812,Some college - no degree,Computer & Mathematical,$50000 - $62499,,1,-0.6695893000326422,1,0.24640468348685401,1.2011890413939879,0.46254696536639905,2013
No Urgent Place,Alone,Sunny,79.89149326013026,10AM,1d,Male,26,Unmarried partner,0.02002959855280392,Bachelors degree,Management,$25000 - $37499,,0,-0.5110808360583509,3,0.47025322515084045,0.9193369960039782,0.9272096891976721,2014
Work,Alone,Sunny,80.17379979125326,7AM,2h,Female,26,Unmarried partner,0.023352461019390605,Bachelors degree,Management,$62500 - $74999,,0,-0.7438367450696464,0,0.1007435247007045,1.1915395779445668,0.09104908683460344,2015
Home,Alone,Sunny,79.49439230598713,6PM,1d,Female,26,Unmarried partner,-0.04583810404300822,Graduate degree (Masters or Doctorate),Computer & Mathematical,$50000 - $62499,,0,0.10543991203207784,3,0.554311905112236,0.773046944055745,0.9395021821731712,2016
No Urgent Place,Kid(s),Sunny,79.27230580048729,2PM,1d,Male,46,Married partner,0.9650346826391311,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,,1,0.3186619401754233,2,0.11673537159154541,2.182764696336805,0.7664553025781842,2017
